Campaign name,Ad set name,Delivery status,Delivery level,Reach,Impressions,Frequency,Result type,Results,Cost per result,Amount spent (USD),"CPM (cost per 1,000 impressions)",Link clicks,CPC (cost per link click),CTR (link click-through rate),Reporting starts,Reporting ends
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,18943,1.1,Conversions,24.0,30.81,739.51,39.03869503246582,316,2.34022152,1.66816238,2027-09-13,2027-09-13
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,17937,1.1,Conversions,23.0,30.27,696.15,38.81083793276467,302,2.30513245,1.68366895,2027-09-20,2027-09-20
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,19762,1.1,Conversions,26.0,29.29,761.5,38.533549235907294,335,2.27313433,1.69517255,2027-09-27,2027-09-27
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,19018,1.1,Conversions,25.0,29.2,730.08,38.38889473130719,324,2.25333333,1.70364917,2027-10-04,2027-10-04
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,19445,1.1,Conversions,26.0,28.5,740.94,38.10439701722809,334,2.21838323,1.71766521,2027-10-11,2027-10-11
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,17894,1.1,Conversions,24.0,28.22,677.16,37.84285235274393,309,2.19145631,1.72683581,2027-10-18,2027-10-18
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,17528,1.1,Conversions,24.0,27.5,659.88,37.64719306252853,304,2.17065789,1.73436787,2027-10-25,2027-10-25
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,17904,1.1,Conversions,25.0,26.81,670.36,37.44191242180519,313,2.14172524,1.74821269,2027-11-01,2027-11-01
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,19914,1.1,Conversions,28.0,26.45,740.7,37.19493823440796,351,2.11025641,1.76257909,2027-11-08,2027-11-08
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,18428,1.1,Conversions,26.0,26.21,681.42,36.97742565660951,326,2.0902454,1.7690471,2027-11-15,2027-11-15
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,18378,1.1,Conversions,26.0,25.96,675.05,36.73141799978234,326,2.07070552,1.77386005,2027-11-22,2027-11-22
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,19566,1.1,Conversions,28.0,25.52,714.49,36.51691710109373,349,2.04724928,1.78370643,2027-11-29,2027-11-29
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,19962,1.1,Conversions,29.0,24.97,724.16,36.27692615970343,357,2.02845938,1.78839846,2027-12-06,2027-12-06
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,20509,1.1,Conversions,30.0,24.63,739.04,36.03491150226729,369,2.00281843,1.7992101,2027-12-13,2027-12-13
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,20083,1.1,Conversions,29.0,24.81,719.53,35.82781456953642,363,1.98217631,1.80749888,2027-12-20,2027-12-20
SEO - DFY - NEW LINES,"XYZ-BKN600 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –",active,adset,0,20803,1.1,Conversions,31.0,23.88,740.35,35.58861702639043,378,1.95859788,1.81704562,2027-12-27,2027-12-27
