"Campaign name","Ad set name","Delivery status","Delivery level","Reach","Impressions","Frequency","Result type","Results","Cost per result","Amount spent (USD)","CPM (cost per 1,000 impressions)","Link clicks","CPC (cost per link click)","CTR (link click-through rate)","Reporting starts","Reporting ends"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-10-11","2027-10-11"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-10-18","2027-10-18"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-10-25","2027-10-25"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-11-01","2027-11-01"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-11-08","2027-11-08"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-11-15","2027-11-15"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-11-22","2027-11-22"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-11-29","2027-11-29"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-12-06","2027-12-06"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-12-13","2027-12-13"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-12-20","2027-12-20"
"SEO - DFY - NEW LINES","DFY-BKN420 | I Hear It All The Time | 3 minutes BPCON2021, Alex Review Video |  Lookalike(US,3%-4%)-340-ROWS  – 09/30 –","active","adset","0","0","0.0","Conversions","","","0.0","0","0","0.0","0.0","2027-12-27","2027-12-27"
